age,average_watch_hours,mobile_app_usage_pct,complaints_raised,received_promotions,referred_by_friend,is_churned,monthly_fee,tenure_days,watch_per_fee_ratio,is_heavy_complainer,is_new_customer,gender_Male,gender_Other,country_Canada,country_France,country_Germany,country_India,country_Ireland,country_UK,country_USA,subscription_type_Premium,subscription_type_Standard
25,4.22,63.44,0,0,0,1,18.38,189,0.2295973884657236,0,0,False,False,True,False,False,False,False,False,False,True,False
61,5.64,34.82,1,0,0,0,9.58,873,0.5887265135699373,0,0,True,False,False,False,False,False,False,True,False,False,False
50,3.81,42.38,0,1,1,0,13.41,84,0.2841163310961969,0,1,True,False,False,False,False,False,True,False,False,False,True
59,6.44,47.31,3,0,0,1,14.56,790,0.44230769230769235,1,0,False,True,False,False,False,False,False,False,False,False,True
69,2.79,31.06,0,1,0,1,8.61,285,0.3240418118466899,0,0,True,False,False,True,False,False,False,False,False,False,False
52,1.83,81.97,0,0,0,0,13.34,563,0.13718140929535233,0,0,True,False,False,False,False,False,True,False,False,False,True
23,8.73,33.31,0,0,1,0,13.8,451,0.6326086956521739,0,0,True,False,False,True,False,False,False,False,False,False,True
56,4.59,91.71,1,0,1,0,13.89,975,0.3304535637149028,0,0,False,False,False,False,True,False,False,False,False,False,True
69,17.96,23.43,1,0,1,1,13.77,991,1.3042846768336966,0,0,True,False,False,False,False,True,False,False,False,False,True
40,8.01,13.23,0,1,0,0,13.66,842,0.5863836017569546,0,0,False,False,False,False,False,False,False,False,False,False,True
42,11.9,27.13,1,1,0,0,9.19,916,1.2948857453754081,0,0,True,False,False,False,False,False,False,True,False,False,False
67,16.44,63.65,1,1,0,1,13.92,293,1.1810344827586208,0,0,True,False,False,False,False,False,True,False,False,False,True
60,12.53,86.84,0,0,0,0,18.01,777,0.6957245974458633,0,0,False,False,False,False,False,False,False,True,False,True,False
36,14.38,65.25,1,0,0,0,9.55,862,1.5057591623036648,0,0,True,False,False,False,False,False,False,False,False,False,False
22,19.61,32.56,0,1,1,1,13.58,262,1.4440353460972017,0,0,False,True,False,False,False,False,False,True,False,False,True
68,5.22,60.39,3,1,0,1,14.19,709,0.3678646934460888,1,0,True,False,False,False,False,False,False,True,False,False,True
28,5.37,52.12,1,1,0,0,14.55,262,0.3690721649484536,0,0,True,False,False,False,False,False,False,False,True,False,True
73,14.87,23.25,0,0,0,0,14.07,1098,1.056858564321251,0,0,True,False,False,False,False,False,True,False,False,False,True
29,2.07,65.85,2,0,0,1,9.17,587,0.22573609596510358,1,0,True,False,False,False,False,False,False,True,False,False,False
27,16.4,84.3,0,1,1,0,13.77,942,1.1909949164851126,0,0,False,True,False,False,False,False,False,False,True,False,True
25,9.28,56.21,0,0,0,1,13.43,710,0.6909903201787043,0,0,False,False,False,False,False,False,False,False,True,False,True
41,6.38,18.97,1,0,0,0,13.89,364,0.4593232541396688,0,0,True,False,False,True,False,False,False,False,False,False,True
45,18.2,30.72,1,0,0,1,14.17,433,1.2844036697247705,0,0,False,False,True,False,False,False,False,False,False,False,True
58,12.67,49.14,2,0,0,1,13.8,285,0.9181159420289855,1,0,False,False,True,False,False,False,False,False,False,False,True
53,8.24,38.15,0,1,1,0,18.32,1049,0.4497816593886463,0,0,True,False,False,False,False,True,False,False,False,True,False
54,5.22,60.44,0,1,1,0,14.02,970,0.3723252496433666,0,0,True,False,False,False,False,False,False,False,False,False,True
38,11.95,41.26,1,0,0,0,13.77,801,0.8678286129266521,0,0,False,False,False,False,False,False,True,False,False,False,True
25,2.96,23.68,1,0,0,0,9.26,975,0.31965442764578833,0,0,False,True,True,False,False,False,False,False,False,False,False
72,7.77,69.46,0,0,0,0,9.42,340,0.8248407643312101,0,0,False,True,False,False,False,False,False,False,False,False,False
26,12.37,31.81,0,1,0,0,17.65,711,0.7008498583569405,0,0,False,False,False,False,False,False,True,False,False,True,False
64,13.14,20.63,1,1,0,0,14.13,158,0.9299363057324841,0,0,False,False,False,False,False,False,False,False,False,False,True
32,3.38,19.96,0,0,0,1,13.52,810,0.25,0,0,True,False,False,False,False,True,False,False,False,False,True
65,5.4,70.81,0,0,0,1,13.29,355,0.4063205417607224,0,0,True,False,False,False,False,True,False,False,False,False,True
63,20.3,61.12,1,1,0,0,8.64,819,2.3495370370370368,0,0,True,False,False,False,False,False,False,False,True,False,False
57,3.28,69.72,0,1,1,1,18.05,46,0.18171745152354568,0,1,False,False,False,False,False,False,False,False,True,True,False
35,16.68,41.16,4,1,0,0,14.22,728,1.1729957805907172,1,0,False,False,False,False,False,False,True,False,False,False,True
59,6.9,69.4,0,1,0,1,13.96,1038,0.49426934097421205,0,0,False,False,False,False,False,False,False,False,False,False,True
37,6.01,48.66,0,0,0,0,8.51,371,0.7062279670975323,0,0,False,False,False,False,False,False,False,False,False,False,False
23,13.6,56.31,0,0,0,0,14.31,1032,0.9503843466107617,0,0,False,False,True,False,False,False,False,False,False,False,True
29,11.16,74.31,0,0,0,0,9.24,867,1.2077922077922079,0,0,False,True,True,False,False,False,False,False,False,False,False
19,2.99,23.12,0,1,0,0,13.7,657,0.21824817518248177,0,0,True,False,False,False,False,False,True,False,False,False,True
24,21.89,18.16,2,0,1,0,14.19,800,1.5426356589147288,1,0,False,False,False,False,True,False,False,False,False,False,True
33,2.29,10.14,1,0,0,1,8.99,907,0.25472747497219134,0,0,False,False,True,False,False,False,False,False,False,False,False
20,6.67,70.23,1,0,0,0,14.31,739,0.4661076170510133,0,0,True,False,False,False,False,False,False,True,False,False,True
62,7.58,89.21,0,0,0,0,13.55,878,0.5594095940959409,0,0,False,True,True,False,False,False,False,False,False,False,True
20,9.07,40.19,1,0,0,1,18.38,768,0.4934711643090316,0,0,False,False,False,False,True,False,False,False,False,True,False
44,3.23,30.41,0,1,0,1,14.17,206,0.22794636556104447,0,0,True,False,False,False,False,False,False,False,False,False,True
67,11.66,43.5,2,1,0,0,9.88,975,1.180161943319838,1,0,True,False,False,False,False,False,False,False,True,False,False
60,6.85,85.61,2,0,0,0,9.01,386,0.7602663706992231,1,0,False,False,False,True,False,False,False,False,False,False,False
57,1.07,22.99,0,0,0,1,17.97,524,0.05954368391764052,0,0,False,False,False,True,False,False,False,False,False,True,False
55,2.9,11.61,2,0,0,1,13.42,64,0.21609538002980624,1,1,False,False,False,False,False,False,False,False,True,False,True
50,0.59,93.58,1,0,1,0,14.46,847,0.04080221300138312,0,0,True,False,False,False,False,False,False,False,False,False,True
45,9.3,70.16,1,0,0,0,9.38,39,0.9914712153518124,0,1,True,False,False,False,False,False,False,False,True,False,False
18,2.69,40.39,0,1,1,1,9.11,1015,0.29527991218441274,0,0,True,False,True,False,False,False,False,False,False,False,False
72,1.34,59.16,0,0,0,0,17.14,560,0.07817969661610269,0,0,True,False,False,False,False,True,False,False,False,True,False
25,8.0,46.2,2,0,1,1,14.56,124,0.5494505494505494,1,0,True,False,False,False,False,False,False,False,True,False,True
54,20.03,49.81,0,1,0,0,8.45,605,2.3704142011834324,0,0,False,False,False,False,False,True,False,False,False,False,False
49,5.91,30.99,0,1,0,1,14.48,479,0.4081491712707182,0,0,True,False,False,False,True,False,False,False,False,False,True
65,4.18,44.98,0,1,0,0,8.13,1047,0.5141451414514144,0,0,True,False,False,False,False,True,False,False,False,False,False
60,2.87,66.72,1,1,1,1,18.6,125,0.1543010752688172,0,0,True,False,False,False,True,False,False,False,False,True,False
54,18.03,75.88,0,1,0,0,13.75,894,1.3112727272727274,0,0,True,False,True,False,False,False,False,False,False,False,True
21,19.06,78.0,0,0,0,0,13.78,698,1.3831640058055152,0,0,False,False,False,False,False,False,False,False,False,False,True
47,2.64,70.38,1,0,0,1,13.38,236,0.19730941704035873,0,0,False,False,False,False,False,False,False,True,False,False,True
23,15.39,42.84,0,1,0,0,17.96,879,0.8569042316258352,0,0,False,False,True,False,False,False,False,False,False,True,False
63,9.45,53.08,2,1,1,0,18.3,275,0.5163934426229507,1,0,True,False,False,False,False,False,False,False,True,True,False
71,5.33,40.46,1,0,1,1,9.07,913,0.587651598676957,0,0,True,False,True,False,False,False,False,False,False,False,False
36,7.03,71.97,0,0,0,0,18.41,112,0.38185768604019554,0,0,False,False,False,True,False,False,False,False,False,True,False
49,11.85,87.93,0,0,1,0,17.94,346,0.6605351170568561,0,0,True,False,False,True,False,False,False,False,False,True,False
26,7.56,45.45,2,1,0,0,9.05,674,0.8353591160220993,1,0,False,False,False,False,True,False,False,False,False,False,False
29,11.83,30.2,1,0,1,1,18.25,399,0.6482191780821918,0,0,True,False,True,False,False,False,False,False,False,True,False
28,27.34,82.18,1,0,0,0,14.66,778,1.86493860845839,0,0,False,False,True,False,False,False,False,False,False,False,True
63,4.33,65.45,1,1,0,0,14.27,659,0.30343377715487035,0,0,True,False,False,False,False,False,False,True,False,False,True
72,3.41,33.09,0,0,0,1,9.11,209,0.37431394072447866,0,0,False,False,False,False,True,False,False,False,False,False,False
33,7.33,43.82,0,0,1,0,13.58,631,0.5397643593519882,0,0,False,False,False,False,False,False,True,False,False,False,True
18,3.89,80.38,0,0,1,0,8.39,629,0.4636471990464839,0,0,False,False,False,False,False,False,True,False,False,False,False
62,2.92,32.51,0,0,0,0,18.12,870,0.16114790286975716,0,0,False,False,False,False,True,False,False,False,False,True,False
72,3.66,21.49,1,1,1,1,18.36,377,0.19934640522875818,0,0,False,True,False,False,False,False,True,False,False,True,False
70,7.03,10.48,0,1,0,0,14.24,360,0.4936797752808989,0,0,False,False,False,False,False,False,False,False,True,False,True
38,18.87,12.67,0,1,0,0,13.47,639,1.400890868596882,0,0,True,False,False,False,False,False,True,False,False,False,True
47,16.81,69.62,0,0,1,0,14.02,773,1.1990014265335234,0,0,True,False,False,True,False,False,False,False,False,False,True
30,3.62,97.81,0,1,0,0,8.96,598,0.4040178571428571,0,0,False,False,False,False,False,False,False,False,True,False,False
51,5.82,71.22,0,1,0,1,13.82,418,0.4211287988422576,0,0,False,False,False,False,True,False,False,False,False,False,True
21,13.0,64.63,4,0,0,0,14.62,1000,0.8891928864569084,1,0,True,False,False,False,False,False,True,False,False,False,True
45,7.0,66.8,0,1,0,0,9.14,776,0.7658643326039387,0,0,True,False,False,False,False,False,True,False,False,False,False
55,5.92,55.55,2,1,1,1,8.5,166,0.6964705882352941,1,0,False,True,False,False,False,False,False,False,False,False,False
48,19.61,3.78,1,0,0,0,13.76,311,1.4251453488372092,0,0,True,False,False,False,False,True,False,False,False,False,True
72,4.27,74.93,0,0,1,0,13.99,1048,0.30521801286633304,0,0,True,False,False,False,False,False,False,False,True,False,True
44,11.8,43.46,0,0,1,0,17.16,773,0.6876456876456877,0,0,True,False,False,False,False,False,False,False,True,True,False
22,5.54,74.73,0,0,0,0,9.44,560,0.586864406779661,0,0,False,False,True,False,False,False,False,False,False,False,False
42,22.28,60.41,0,1,0,0,9.56,45,2.3305439330543933,0,1,True,False,False,False,False,False,False,True,False,False,False
20,0.46,58.83,0,1,0,0,13.32,1034,0.03453453453453453,0,0,False,False,False,True,False,False,False,False,False,False,True
50,7.02,20.83,0,0,0,1,14.07,597,0.4989339019189765,0,0,True,False,False,False,False,False,True,False,False,False,True
21,4.4,53.11,0,1,1,0,14.72,59,0.29891304347826086,0,1,False,False,False,False,False,False,False,False,False,False,True
42,2.78,44.27,0,0,0,1,14.23,693,0.19536191145467321,0,0,False,False,False,False,False,False,False,True,False,False,True
37,13.29,28.16,2,0,1,0,14.72,1028,0.9028532608695651,1,0,True,False,False,False,False,True,False,False,False,False,True
51,10.74,26.07,1,0,0,1,14.49,904,0.7412008281573499,0,0,False,False,False,False,False,True,False,False,False,False,True
43,6.7,48.63,2,1,1,0,9.11,51,0.7354555433589463,1,1,True,False,False,True,False,False,False,False,False,False,False
22,15.53,32.33,2,1,0,0,8.42,1083,1.844418052256532,1,0,True,False,False,False,False,False,False,False,False,False,False
52,5.51,54.37,0,0,0,0,9.27,985,0.5943905070118662,0,0,False,False,False,False,False,False,False,True,False,False,False
45,3.88,64.5,1,1,0,0,9.2,689,0.4217391304347826,0,0,True,False,False,True,False,False,False,False,False,False,False
46,6.94,57.41,0,0,0,1,8.85,354,0.784180790960452,0,0,False,False,False,True,False,False,False,False,False,False,False
26,4.27,61.4,0,0,1,0,9.45,210,0.45185185185185184,0,0,True,False,False,True,False,False,False,False,False,False,False
69,2.62,27.87,1,0,0,1,17.87,151,0.14661443760492446,0,0,True,False,False,True,False,False,False,False,False,True,False
55,3.74,44.24,0,0,0,0,9.15,153,0.4087431693989071,0,0,True,False,False,False,False,False,True,False,False,False,False
67,4.19,26.36,1,0,1,1,8.65,295,0.48439306358381506,0,0,False,False,False,False,False,True,False,False,False,False,False
23,3.45,71.49,1,0,1,1,18.2,57,0.18956043956043958,0,1,True,False,False,True,False,False,False,False,False,True,False
36,4.81,31.62,1,1,1,0,14.02,106,0.3430813124108416,0,0,False,False,False,False,False,False,False,False,False,False,True
61,7.67,37.61,1,0,0,1,14.08,461,0.5447443181818181,0,0,True,False,False,False,False,False,False,False,True,False,True
74,4.17,30.79,0,0,0,1,14.26,908,0.2924263674614306,0,0,True,False,True,False,False,False,False,False,False,False,True
28,3.87,77.52,0,1,0,0,14.55,923,0.26597938144329897,0,0,False,False,False,False,False,False,False,False,False,False,True
19,7.57,55.25,0,1,0,0,8.21,1088,0.9220462850182704,0,0,False,False,False,False,True,False,False,False,False,False,False
64,6.47,45.35,0,0,0,0,8.67,465,0.7462514417531718,0,0,True,False,False,False,False,True,False,False,False,False,False
61,10.88,26.51,1,0,0,1,18.35,81,0.5929155313351498,0,1,False,False,False,True,False,False,False,False,False,True,False
61,6.15,72.88,1,1,0,0,8.72,145,0.7052752293577982,0,0,True,False,False,False,False,True,False,False,False,False,False
26,3.62,46.76,0,0,0,0,9.21,76,0.3930510314875135,0,1,False,False,False,True,False,False,False,False,False,False,False
38,29.86,24.0,1,1,0,0,13.83,467,2.1590744757772957,0,0,False,False,False,False,False,False,True,False,False,False,True
41,6.67,68.44,1,0,0,1,8.78,130,0.7596810933940775,0,0,False,False,False,False,False,False,True,False,False,False,False
51,8.21,59.54,0,1,0,0,14.58,136,0.5631001371742113,0,0,False,False,False,False,True,False,False,False,False,False,True
39,9.55,41.56,1,0,0,0,18.44,1012,0.5178958785249458,0,0,True,False,False,False,False,True,False,False,False,True,False
20,8.29,63.51,0,0,1,0,18.2,1088,0.4554945054945055,0,0,False,False,False,True,False,False,False,False,False,True,False
29,4.96,62.11,0,1,0,0,13.96,1030,0.3553008595988538,0,0,False,False,False,False,False,False,False,True,False,False,True
45,13.66,26.88,2,0,0,0,9.15,388,1.492896174863388,1,0,True,False,True,False,False,False,False,False,False,False,False
47,2.46,59.59,0,0,0,0,17.62,916,0.13961407491486946,0,0,True,False,False,False,False,False,False,True,False,True,False
43,3.71,89.43,0,0,0,0,9.22,829,0.4023861171366594,0,0,False,False,False,False,True,False,False,False,False,False,False
65,3.68,56.48,1,1,0,0,9.46,1055,0.38900634249471455,0,0,False,False,False,False,True,False,False,False,False,False,False
38,13.7,38.8,1,1,1,0,13.79,464,0.9934735315445975,0,0,True,False,True,False,False,False,False,False,False,False,True
45,17.22,24.79,0,0,1,0,14.37,633,1.198329853862213,0,0,False,False,False,False,True,False,False,False,False,False,True
73,6.53,63.4,1,0,1,1,8.96,595,0.7287946428571428,0,0,False,False,False,False,True,False,False,False,False,False,False
43,5.91,43.6,0,0,0,0,14.0,945,0.42214285714285715,0,0,True,False,False,False,False,True,False,False,False,False,True
50,1.63,56.86,0,0,0,1,17.85,257,0.09131652661064424,0,0,True,False,False,False,False,False,False,False,False,True,False
38,8.31,67.86,1,0,0,1,8.83,574,0.941109852774632,0,0,False,False,False,True,False,False,False,False,False,False,False
52,3.78,25.58,0,0,0,1,14.5,677,0.26068965517241377,0,0,True,False,False,False,False,True,False,False,False,False,True
69,2.43,13.43,0,0,1,1,8.62,277,0.28190255220417637,0,0,True,False,True,False,False,False,False,False,False,False,False
51,8.69,55.75,0,0,1,0,13.65,343,0.6366300366300366,0,0,False,False,False,False,False,False,True,False,False,False,True
58,5.78,31.71,0,1,0,0,9.53,66,0.6065057712486884,0,1,False,False,False,False,False,False,False,True,False,False,False
68,9.06,41.59,0,0,0,0,13.69,753,0.6617969320672024,0,0,False,False,False,False,False,False,True,False,False,False,True
64,1.69,70.83,0,0,0,0,9.12,1009,0.18530701754385967,0,0,False,False,False,False,False,False,True,False,False,False,False
35,6.35,36.79,0,0,0,1,17.5,113,0.3628571428571428,0,0,True,False,False,False,False,False,False,False,False,True,False
28,11.6,32.87,0,0,0,0,18.06,929,0.6423034330011075,0,0,True,False,False,False,False,False,False,True,False,True,False
74,13.5,54.7,0,0,0,0,17.4,748,0.7758620689655173,0,0,False,False,False,False,False,False,True,False,False,True,False
40,6.16,33.84,1,1,0,1,8.79,579,0.7007963594994313,0,0,True,False,False,True,False,False,False,False,False,False,False
65,6.36,42.43,0,0,1,0,9.14,744,0.6958424507658644,0,0,False,False,True,False,False,False,False,False,False,False,False
39,5.36,33.99,0,0,0,1,14.65,616,0.3658703071672355,0,0,True,False,False,False,False,False,False,True,False,False,True
34,10.17,38.6,0,0,0,0,14.22,181,0.7151898734177214,0,0,True,False,False,False,False,False,False,False,True,False,True
22,6.46,32.02,2,0,0,1,17.81,1091,0.36271757439640656,1,0,True,False,False,False,False,False,False,False,False,True,False
61,3.58,45.5,1,1,0,1,14.23,194,0.2515811665495432,0,0,False,False,False,True,False,False,False,False,False,False,True
28,9.59,89.04,0,0,0,0,14.12,967,0.6791784702549576,0,0,True,False,False,False,False,False,True,False,False,False,True
47,4.27,79.67,0,0,1,1,8.59,241,0.4970896391152502,0,0,True,False,False,True,False,False,False,False,False,False,False
32,13.83,70.21,1,1,0,0,18.53,555,0.7463572584997301,0,0,True,False,False,True,False,False,False,False,False,True,False
44,7.8,30.21,1,0,0,0,8.39,771,0.9296781883194278,0,0,False,False,False,False,True,False,False,False,False,False,False
52,3.11,68.83,2,0,0,1,8.67,161,0.3587081891580161,1,0,True,False,False,False,False,False,False,True,False,False,False
50,6.56,23.9,1,0,1,1,17.68,125,0.3710407239819004,0,0,True,False,False,False,False,False,False,False,True,True,False
37,4.93,90.59,1,1,0,1,13.68,1042,0.3603801169590643,0,0,True,False,False,False,True,False,False,False,False,False,True
33,2.3,75.4,0,0,0,0,9.37,551,0.24546424759871932,0,0,False,False,False,True,False,False,False,False,False,False,False
51,2.3,44.88,0,0,1,0,9.05,403,0.25414364640883974,0,0,True,False,False,False,False,False,False,False,True,False,False
19,2.99,72.63,0,0,0,0,9.18,1069,0.3257080610021787,0,0,True,False,False,True,False,False,False,False,False,False,False
52,16.95,78.6,0,1,0,0,13.78,637,1.230043541364296,0,0,True,False,False,False,False,False,True,False,False,False,True
57,11.04,27.78,1,0,1,0,9.51,47,1.1608832807570977,0,1,False,False,False,True,False,False,False,False,False,False,False
73,18.56,47.02,0,0,1,0,17.14,1060,1.0828471411901983,0,0,False,False,False,False,True,False,False,False,False,True,False
45,10.33,62.34,1,1,0,0,9.52,1007,1.0850840336134455,0,0,False,False,False,False,False,False,True,False,False,False,False
64,16.08,76.41,1,0,0,0,14.08,908,1.1420454545454544,0,0,False,False,False,False,True,False,False,False,False,False,True
56,7.59,41.6,1,0,0,0,8.95,623,0.8480446927374302,0,0,False,False,False,False,False,False,False,True,False,False,False
23,11.28,37.89,0,0,0,0,8.49,672,1.3286219081272084,0,0,True,False,False,True,False,False,False,False,False,False,False
26,27.21,46.52,0,0,0,0,14.25,158,1.9094736842105264,0,0,False,False,False,False,False,True,False,False,False,False,True
37,6.13,85.78,0,0,0,0,14.44,830,0.4245152354570637,0,0,False,False,True,False,False,False,False,False,False,False,True
18,21.89,47.49,0,1,0,0,8.42,484,2.5997624703087885,0,0,False,False,False,False,False,True,False,False,False,False,False
25,10.85,20.61,0,1,0,1,13.63,905,0.7960381511371973,0,0,True,False,True,False,False,False,False,False,False,False,True
72,7.65,11.87,1,0,0,0,18.25,600,0.4191780821917808,0,0,False,False,False,False,False,True,False,False,False,True,False
40,5.9,29.45,0,0,0,1,8.93,1043,0.6606942889137739,0,0,True,False,False,False,False,False,False,False,True,False,False
20,10.87,83.26,1,0,0,0,8.34,430,1.303357314148681,0,0,False,False,False,False,False,False,False,False,False,False,False
21,8.4,66.92,0,0,0,0,14.49,491,0.5797101449275363,0,0,True,False,False,False,True,False,False,False,False,False,True
42,5.4,78.75,0,0,0,0,14.33,118,0.3768318213538032,0,0,True,False,False,False,False,False,True,False,False,False,True
64,9.79,91.3,0,1,0,0,8.43,852,1.1613285883748516,0,0,True,False,False,False,False,False,False,False,False,False,False
55,5.73,70.94,0,1,0,1,9.15,35,0.6262295081967213,0,1,True,False,False,False,False,False,False,True,False,False,False
32,5.04,36.39,0,1,0,0,13.85,974,0.36389891696750903,0,0,False,False,False,False,False,False,False,True,False,False,True
38,4.52,79.04,1,0,0,0,17.97,113,0.25153032832498606,0,0,True,False,False,False,False,False,False,True,False,True,False
52,1.63,70.08,2,0,0,0,13.87,650,0.11751982696467195,1,0,True,False,True,False,False,False,False,False,False,False,True
74,2.36,57.7,0,0,1,1,8.99,201,0.26251390433815347,0,0,False,False,False,False,False,False,True,False,False,False,False
70,11.0,60.01,0,0,0,0,13.78,728,0.7982583454281568,0,0,True,False,False,False,False,False,False,True,False,False,True
70,7.18,66.72,0,0,0,0,9.45,302,0.7597883597883598,0,0,False,False,False,False,False,False,False,True,False,False,False
63,6.47,48.04,1,0,0,0,8.75,559,0.7394285714285714,0,0,True,False,False,False,False,True,False,False,False,False,False
69,1.31,86.62,1,0,0,1,13.83,348,0.09472161966738973,0,0,True,False,False,False,False,False,False,False,True,False,True
31,10.17,60.92,1,1,0,1,17.84,458,0.570067264573991,0,0,False,False,False,False,True,False,False,False,False,True,False
53,11.82,70.13,0,0,0,0,18.31,876,0.6455488803932278,0,0,False,False,False,False,True,False,False,False,False,True,False
29,8.88,72.1,0,0,1,0,8.78,278,1.0113895216400912,0,0,True,False,False,True,False,False,False,False,False,False,False
34,8.71,63.87,0,1,0,1,14.12,416,0.6168555240793202,0,0,False,False,False,False,True,False,False,False,False,False,True
56,12.74,78.15,0,0,0,0,9.01,392,1.413984461709212,0,0,False,False,False,False,False,False,False,False,False,False,False
26,8.91,59.62,1,1,0,0,9.11,97,0.9780461031833151,0,0,False,True,False,False,False,True,False,False,False,False,False
52,11.06,47.79,1,0,0,0,18.26,467,0.6056955093099671,0,0,True,False,False,False,False,True,False,False,False,True,False
30,6.87,59.41,0,1,0,0,18.11,1045,0.3793484262838211,0,0,True,False,False,False,False,False,False,False,True,True,False
32,10.99,12.36,0,1,0,0,9.48,325,1.1592827004219408,0,0,False,False,True,False,False,False,False,False,False,False,False
35,5.9,22.63,0,0,0,1,9.02,676,0.6541019955654103,0,0,False,False,False,False,False,False,False,False,False,False,False
68,3.89,58.72,0,0,1,0,9.17,62,0.4242093784078517,0,1,True,False,False,False,False,False,False,False,True,False,False
50,5.23,17.4,0,0,0,0,14.0,61,0.3735714285714286,0,1,False,False,False,False,False,False,False,True,False,False,True
23,7.92,58.28,0,0,0,1,18.36,584,0.43137254901960786,0,0,True,False,False,False,False,False,True,False,False,True,False
44,4.79,52.41,0,0,0,0,9.07,334,0.5281146637265711,0,0,False,False,False,False,False,False,False,False,False,False,False
40,9.68,38.44,0,0,0,1,12.76,822,0.7586206896551724,0,0,True,False,False,False,False,False,False,False,False,False,True
44,26.75,62.18,0,0,0,0,8.77,125,3.0501710376282785,0,0,False,False,False,False,False,False,False,True,False,False,False
51,12.98,55.36,0,1,0,0,9.4,550,1.3808510638297873,0,0,True,False,False,False,False,False,False,True,False,False,False
73,10.77,43.14,0,0,0,0,14.07,259,0.7654584221748401,0,0,False,False,False,False,False,False,True,False,False,False,True
63,1.91,38.59,1,1,0,1,17.99,762,0.10617009449694276,0,0,False,False,False,False,True,False,False,False,False,True,False
55,3.86,37.92,1,1,0,0,8.87,387,0.4351747463359639,0,0,False,False,False,False,False,False,False,False,False,False,False
31,20.49,79.41,1,0,0,0,8.99,431,2.279199110122358,0,0,False,True,False,False,False,False,False,False,True,False,False
53,9.58,32.72,2,0,0,0,9.1,819,1.0527472527472528,1,0,False,False,True,False,False,False,False,False,False,False,False
70,6.7,43.49,0,1,1,1,13.91,128,0.48166786484543495,0,0,False,True,False,False,False,False,False,True,False,False,True
25,8.6,49.35,0,1,1,1,8.54,300,1.0070257611241218,0,0,True,False,False,False,False,False,False,True,False,False,False
52,10.2,52.6,2,1,1,0,14.17,391,0.7198306280875088,1,0,True,False,True,False,False,False,False,False,False,False,True
36,7.65,58.6,3,1,0,0,8.94,557,0.8557046979865772,1,0,True,False,False,False,False,False,False,False,True,False,False
47,12.58,63.12,0,1,0,0,8.89,1074,1.4150731158605174,0,0,True,False,False,True,False,False,False,False,False,False,False
31,5.49,88.4,0,1,0,0,13.37,569,0.41062079281974573,0,0,False,False,False,False,False,False,False,True,False,False,True
37,7.11,40.08,0,1,0,1,8.47,624,0.8394332939787486,0,0,True,False,True,False,False,False,False,False,False,False,False
66,7.21,14.78,1,0,0,1,14.11,862,0.5109851169383416,0,0,False,False,False,False,False,True,False,False,False,False,True
42,15.05,56.54,0,1,1,0,13.46,426,1.1181277860326895,0,0,False,False,False,False,False,False,False,True,False,False,True
57,8.83,44.47,1,0,0,0,18.14,1089,0.48676957001102533,0,0,False,False,False,False,True,False,False,False,False,True,False
41,3.54,56.02,0,1,0,1,9.3,524,0.38064516129032255,0,0,True,False,False,False,True,False,False,False,False,False,False
31,4.3,60.6,0,0,0,0,12.96,343,0.3317901234567901,0,0,False,False,False,False,False,False,False,True,False,False,True
43,10.28,78.53,0,1,0,0,8.88,519,1.1576576576576574,0,0,True,False,False,False,False,True,False,False,False,False,False
55,2.57,32.48,2,0,0,1,17.76,262,0.14470720720720717,1,0,True,False,False,False,False,False,False,True,False,True,False
40,11.71,84.47,0,1,0,0,13.19,1059,0.8877937831690675,0,0,False,False,False,True,False,False,False,False,False,False,True
39,1.21,69.26,1,0,0,0,9.59,693,0.12617309697601667,0,0,False,False,False,True,False,False,False,False,False,False,False
65,2.87,26.61,0,0,0,0,9.6,273,0.2989583333333334,0,0,True,False,False,False,True,False,False,False,False,False,False
74,4.5,49.56,0,1,0,0,18.04,270,0.24944567627494457,0,0,False,False,False,True,False,False,False,False,False,True,False
36,12.64,61.78,1,0,0,0,18.38,587,0.6877040261153429,0,0,True,False,False,False,False,True,False,False,False,True,False
63,6.44,40.09,1,1,0,1,18.33,104,0.35133660665575567,0,0,True,False,False,True,False,False,False,False,False,True,False
68,10.24,61.99,2,1,0,0,18.4,312,0.5565217391304348,1,0,True,False,False,False,False,False,False,True,False,True,False
20,9.75,60.72,0,0,0,1,17.97,116,0.5425709515859767,0,0,False,False,False,False,False,True,False,False,False,True,False
59,3.67,53.83,1,0,0,0,13.77,910,0.2665214233841685,0,0,False,False,False,False,False,False,False,False,True,False,True
36,4.26,49.95,0,0,0,0,9.57,959,0.445141065830721,0,0,True,False,False,False,False,False,False,False,True,False,False
26,7.58,59.34,0,0,0,1,8.24,189,0.9199029126213593,0,0,True,False,False,False,False,False,True,False,False,False,False
45,6.25,29.77,0,1,0,1,13.53,475,0.4619364375461937,0,0,False,False,False,False,False,False,False,False,True,False,True
37,5.18,82.93,0,0,0,0,14.69,111,0.3526208304969367,0,0,True,False,False,False,False,False,False,False,False,False,True
62,1.73,80.23,1,0,1,0,14.01,1060,0.12348322626695218,0,0,True,False,False,False,False,True,False,False,False,False,True
24,2.44,54.28,0,0,0,0,8.56,211,0.2850467289719626,0,0,False,False,False,False,False,False,False,False,False,False,False
31,4.49,70.53,0,0,0,0,13.7,899,0.3277372262773723,0,0,True,False,False,False,False,False,False,False,False,False,True
