user_id,age,gender,signup_date,last_active_date,country,subscription_type,average_watch_hours,mobile_app_usage_pct,complaints_raised,received_promotions,referred_by_friend,is_churned,monthly_fee
2967,23,Female,2023-10-19,2026-07-20,India,Standard,11.28,54.61,0,0,0,1,14.15
2968,20,Male,2025-07-19,2026-08-17,USA,Standard,8.13,72.68,1,0,0,0,14.89
2969,33,Female,2025-03-09,2026-08-10,France,Standard,12.86,30.53,1,1,1,0,13.85
2970,24,Male,2026-03-30,2026-08-14,Ireland,Basic,8.31,76.78,0,1,1,0,8.9
2971,69,Female,2023-12-19,2026-08-14,Germany,Premium,4.47,66.42,0,1,0,0,18.01
2972,31,Male,2023-09-07,2026-08-13,France,Standard,6.61,70.32,1,0,0,0,14.32
2973,26,Female,2025-10-11,2026-07-18,UK,Premium,1.46,7.9,2,1,0,1,18.06
2974,32,Male,2025-06-15,2026-08-12,UK,Basic,10.12,66.23,2,0,0,0,9.4
2975,38,Female,2024-12-30,2026-08-13,UK,Standard,7.15,59.97,0,1,1,0,14.77
2976,52,Female,2024-08-06,2026-07-06,UK,Premium,9.08,26.24,0,0,0,1,18.05
2977,19,Female,2025-05-25,2026-08-12,USA,Basic,6.54,81.92,0,0,0,0,9.64
2978,44,Male,2024-03-24,2026-07-20,Ireland,Premium,6.31,15.23,1,0,0,1,17.7
2979,19,Female,2025-04-02,2026-08-10,France,Basic,15.94,42.98,0,0,1,0,9.21
2980,52,Female,2025-06-11,2026-08-10,Canada,Basic,26.03,72.53,0,0,0,0,8.94
2981,35,Male,2026-06-15,2026-06-27,USA,Premium,13.81,36.75,1,1,0,1,18.31
2982,31,Male,2025-07-28,2026-06-26,Ireland,Premium,0.72,70.28,0,0,0,1,18.55
2983,37,Male,2025-01-09,2026-08-17,France,Basic,6.49,64.63,2,1,0,0,8.72
2984,35,Male,2023-08-18,2026-08-18,Canada,Basic,12.02,56.07,2,0,0,0,8.4
2985,27,Female,2025-09-04,2026-06-03,UK,Standard,11.18,35.99,0,0,0,1,14.19
2986,42,Other,2024-07-13,2026-06-29,Ireland,Premium,2.06,69.94,0,1,0,1,18.32
2987,19,Male,2024-10-01,2026-08-14,UK,Standard,12.69,45.2,0,0,0,0,13.45
2988,42,Female,2025-04-05,2026-05-28,India,Standard,2.8,14.83,0,1,1,1,13.42
2989,71,Other,2025-02-11,2026-08-16,Ireland,Standard,14.25,80.27,1,0,0,0,13.29
2990,50,Male,2026-06-26,2026-06-26,Australia,Basic,7.68,28.71,0,1,1,1,9.41
2991,53,Female,2024-10-19,2026-08-17,Germany,Premium,6.87,55.86,1,1,0,0,18.61
2992,48,Female,2024-02-26,2026-04-27,UK,Basic,4.78,42.14,2,0,0,1,9.47
2993,31,Female,2026-01-28,2026-08-18,UK,Standard,15.55,63.62,0,0,0,0,13.51
2994,18,Male,2026-01-16,2026-07-28,UK,Standard,5.42,53.26,1,1,1,1,13.95
2995,63,Female,2023-10-24,2026-08-18,Australia,Standard,11.96,65.94,2,1,1,0,14.3
2996,33,Male,2025-02-08,2026-08-13,USA,Standard,8.94,50.32,1,0,0,0,14.81
2997,71,Female,2023-11-22,2026-06-07,Canada,Premium,8.82,51.3,2,1,1,1,17.95
2998,63,Male,2024-09-05,2026-08-11,UK,Standard,12.33,85.41,0,1,0,0,13.53
2999,69,Female,2026-01-16,2026-08-16,UK,Standard,13.71,43.54,1,0,0,0,13.45
3000,20,Male,2024-12-23,2026-07-23,France,Basic,3.89,43.56,1,0,0,1,8.32
3001,52,Male,2025-09-15,2026-08-12,France,Premium,12.59,75.79,0,1,0,0,18.32
3002,58,Female,2025-01-29,2026-08-10,USA,Basic,9.6,94.04,2,0,0,0,9.39
3003,23,Male,2024-03-15,2026-05-16,USA,Basic,6.94,49.91,0,0,0,1,8.74
3004,42,Female,2026-01-09,2026-08-16,Germany,Basic,6.29,50.24,2,0,0,0,9.4
3005,30,Other,2026-05-29,2026-06-27,Ireland,Standard,3.17,53.35,0,0,1,1,13.54
3006,70,Female,2025-04-02,2026-07-19,UK,Premium,6.4,86.43,0,0,0,1,18.38
3007,51,Male,2026-01-28,2026-08-14,Ireland,Standard,2.75,59.39,0,0,0,0,13.41
3008,25,Female,2024-08-20,2026-08-11,India,Basic,5.46,43.68,0,1,0,0,9.12
3009,38,Female,2025-06-26,2026-08-18,USA,Basic,10.66,75.95,0,0,0,0,9.68
3010,51,Female,2025-04-20,2026-08-02,USA,Standard,7.86,37.27,1,1,1,1,13.56
3011,21,Male,2023-09-02,2026-08-17,Germany,Basic,1.97,30.98,0,1,0,0,9.18
3012,42,Female,2026-03-21,2026-08-16,Canada,Basic,6.91,49.95,0,0,0,0,9.47
3013,32,Female,2025-05-29,2026-07-19,Australia,Standard,11.24,13.91,0,0,0,1,14.17
3014,21,Male,2026-02-12,2026-08-01,Australia,Premium,2.4,69.43,1,1,1,1,17.82
3015,62,Male,2024-11-30,2026-08-18,Australia,Standard,6.04,55.52,1,0,0,0,13.7
3016,29,Male,2025-02-20,2026-08-17,USA,Basic,23.9,35.24,1,0,0,0,9.22
3017,49,Female,2023-09-29,2026-08-11,UK,Premium,1.63,41.55,0,0,0,0,18.46
3018,49,Female,2024-09-30,2026-08-14,France,Standard,7.26,27.95,0,0,0,0,13.75
3019,45,Female,2024-09-11,2026-08-10,Germany,Premium,8.37,36.36,1,0,0,0,17.66
3020,30,Male,2025-09-09,2026-08-14,Canada,Basic,3.83,47.8,0,0,0,0,8.9
3021,48,Male,2025-08-27,2026-05-17,India,Standard,4.0,53.83,2,1,0,1,14.3
3022,31,Other,2025-10-18,2026-05-22,Australia,Premium,7.73,83.15,1,0,1,1,18.1
3023,37,Other,2024-08-04,2026-08-13,Germany,Basic,13.69,39.87,0,0,1,0,8.72
3024,35,Female,2025-04-25,2026-08-15,France,Standard,24.68,31.47,0,1,1,0,14.6
3025,46,Female,2025-03-22,2026-08-11,France,Basic,2.43,42.17,0,1,0,0,8.73
3026,23,Male,2024-12-31,2026-08-10,USA,Standard,12.02,69.14,1,0,0,0,13.85
3027,49,Female,2025-11-17,2026-04-30,Australia,Premium,9.81,69.49,1,0,0,1,17.72
3028,46,Male,2023-12-29,2026-07-18,Canada,Standard,1.36,62.24,1,1,0,1,14.52
3029,60,Male,2024-02-13,2026-07-28,India,Premium,4.68,14.55,1,0,0,1,17.23
3030,19,Female,2026-02-07,2026-05-08,Ireland,Standard,16.55,69.71,0,0,0,1,13.77
3031,40,Male,2025-02-09,2026-07-07,France,Premium,4.21,18.32,0,0,0,1,17.59
3032,36,Male,2026-07-20,2026-07-20,France,Standard,12.58,40.78,0,0,0,1,13.72
3033,48,Male,2024-03-10,2026-08-11,India,Basic,12.45,36.96,0,0,0,0,9.22
3034,68,Male,2026-03-06,2026-08-16,France,Standard,19.81,25.83,0,1,0,0,13.42
3035,22,Female,2026-02-20,2026-05-26,Canada,Standard,2.28,30.53,0,0,0,1,13.36
3036,36,Male,2023-10-21,2026-08-16,India,Premium,7.8,89.49,0,0,0,0,18.14
3037,51,Male,2023-09-13,2026-08-14,UK,Standard,6.76,75.09,1,0,1,0,13.87
3038,27,Male,2023-10-26,2026-08-15,Australia,Standard,1.67,56.55,0,1,0,0,13.03
3039,42,Male,2024-08-22,2026-07-21,Australia,Premium,8.88,49.55,2,1,0,1,18.12
3040,19,Male,2025-08-22,2026-05-26,Ireland,Premium,8.33,30.63,2,0,1,1,17.73
3041,28,Female,2025-07-14,2026-08-12,India,Standard,4.42,87.73,0,0,1,0,13.86
3042,67,Male,2024-12-17,2026-05-20,Ireland,Premium,4.59,77.46,0,0,0,1,18.41
3043,48,Female,2024-09-03,2026-07-17,India,Standard,2.81,27.38,1,0,0,1,14.07
3044,73,Other,2024-08-11,2026-08-12,Australia,Basic,22.15,68.42,0,0,0,0,9.22
3045,32,Female,2024-01-05,2026-06-21,UK,Basic,3.78,29.4,1,1,0,1,8.3
3046,26,Male,2024-07-11,2026-08-19,France,Premium,4.57,83.12,1,0,1,0,17.51
3047,40,Male,2025-10-23,2026-08-17,India,Basic,7.82,54.4,1,0,0,0,9.52
3048,36,Female,2024-08-09,2026-04-30,Ireland,Standard,11.57,26.58,1,0,0,1,13.56
3049,26,Female,2025-08-30,2026-06-04,USA,Premium,7.09,56.67,1,0,1,1,17.88
3050,52,Female,2023-11-04,2026-08-19,France,Basic,1.82,35.74,0,0,0,0,9.02
3051,38,Female,2024-05-14,2026-08-19,Australia,Premium,7.17,62.75,0,0,0,0,18.4
3052,26,Female,2024-01-13,2026-08-13,Canada,Premium,27.3,63.12,0,1,0,0,17.68
3053,45,Female,2025-01-20,2026-08-18,Canada,Premium,8.44,90.28,2,0,0,0,18.52
3054,63,Female,2024-01-25,2026-08-15,France,Basic,4.51,92.97,0,1,1,0,8.59
3055,68,Male,2025-12-21,2026-06-26,UK,Basic,7.13,81.17,0,1,0,1,8.97
3056,24,Other,2024-12-01,2026-05-20,USA,Premium,9.87,39.79,2,0,0,1,18.23
3057,33,Female,2026-06-03,2026-08-19,Ireland,Basic,4.56,55.83,0,1,0,0,8.68
3058,33,Male,2025-12-02,2026-08-11,India,Standard,13.26,64.83,1,1,0,0,13.84
3059,50,Female,2024-12-19,2026-08-11,Australia,Standard,16.55,82.22,0,0,0,0,14.24
3060,21,Female,2023-12-14,2026-08-16,Canada,Basic,11.77,41.58,0,1,0,0,8.77
3061,21,Female,2024-01-01,2026-08-18,Canada,Premium,6.52,81.86,1,0,0,0,17.87
3062,56,Female,2026-05-30,2026-08-13,Canada,Standard,6.61,32.43,0,1,0,0,14.36
3063,57,Male,2025-05-25,2026-08-15,Canada,Basic,0.86,22.37,0,0,0,0,8.91
3064,34,Other,2024-11-17,2026-08-18,Germany,Basic,2.54,45.76,0,1,0,0,9.18
3065,54,Female,2025-05-01,2026-05-07,UK,Basic,6.64,25.4,0,0,1,1,8.76
3066,56,Female,2023-12-03,2026-08-12,Ireland,Basic,8.3,67.13,1,1,0,0,8.73
3067,69,Male,2026-03-12,2026-06-04,Australia,Standard,3.51,65.46,0,1,0,1,13.74
3068,46,Male,2024-11-28,2026-08-13,Australia,Basic,4.62,77.29,0,0,0,0,9.12
3069,69,Female,2025-07-12,2026-06-08,Australia,Basic,2.3,1.63,0,1,0,1,8.96
3070,53,Male,2025-01-16,2026-08-17,Ireland,Premium,9.58,24.07,0,0,0,0,18.12
3071,55,Male,2025-02-06,2026-08-11,UK,Standard,10.3,32.5,0,1,0,0,13.27
3072,56,Female,2025-06-29,2026-06-24,France,Basic,3.44,48.24,2,0,0,1,8.65
3073,67,Female,2025-08-19,2026-05-19,France,Premium,13.48,20.42,2,0,1,1,18.41
3074,54,Male,2024-07-15,2026-07-14,USA,Basic,4.27,54.92,1,1,0,1,9.48
3075,69,Male,2023-09-30,2026-07-31,India,Premium,6.83,81.06,0,0,0,1,17.62
3076,52,Male,2024-02-06,2026-08-15,France,Standard,10.09,41.11,0,0,1,0,14.57
3077,24,Female,2025-01-29,2026-06-07,India,Standard,1.77,67.0,0,0,1,1,13.49
3078,44,Male,2025-03-12,2026-06-23,UK,Standard,3.29,62.91,1,0,0,1,14.06
3079,45,Male,2023-09-19,2026-08-15,Canada,Standard,10.14,91.13,0,1,1,0,14.3
3080,39,Female,2025-02-28,2026-04-26,India,Premium,6.82,54.05,2,0,0,1,18.02
3081,31,Other,2024-09-08,2026-06-24,Canada,Premium,4.98,39.31,0,1,1,1,18.2
3082,24,Female,2025-01-02,2026-05-23,UK,Basic,3.09,18.84,0,0,0,1,8.88
3083,54,Male,2024-05-31,2026-06-23,UK,Standard,2.58,52.86,1,0,1,1,14.38
3084,39,Male,2024-06-21,2026-08-16,Ireland,Premium,10.53,27.6,0,0,1,0,18.14
3085,22,Female,2026-03-15,2026-08-15,Ireland,Standard,9.27,42.24,0,0,0,0,14.16
3086,72,Male,2026-02-25,2026-05-08,Germany,Premium,7.08,24.62,0,0,0,1,18.52
3087,19,Female,2025-03-09,2026-08-14,Australia,Standard,12.44,58.42,0,0,0,0,14.92
3088,44,Male,2023-11-28,2026-06-14,Germany,Standard,2.67,51.9,0,1,0,1,13.59
3089,38,Male,2025-01-07,2026-08-10,Australia,Basic,3.97,36.75,2,0,0,0,8.9
3090,71,Female,2024-01-09,2026-08-14,Canada,Basic,6.59,67.6,3,0,0,0,8.4
3091,55,Female,2025-06-13,2026-07-23,Germany,Standard,7.06,43.65,1,0,0,1,14.41
3092,32,Female,2023-11-18,2026-08-10,Germany,Standard,8.59,64.24,1,0,0,0,13.75
3093,38,Male,2025-08-13,2026-08-19,USA,Standard,16.26,83.45,1,1,1,0,13.67
3094,27,Male,2025-01-26,2026-08-13,UK,Standard,5.38,80.35,1,1,0,0,14.5
3095,40,Female,2025-02-25,2026-08-10,Ireland,Standard,7.16,79.76,0,0,0,0,13.43
3096,73,Female,2026-07-02,2026-07-02,Germany,Premium,8.01,74.27,1,0,0,1,17.75
3097,56,Male,2025-03-13,2026-08-17,Ireland,Basic,2.8,78.43,0,1,0,0,8.74
3098,22,Male,2025-07-31,2026-05-24,Australia,Standard,2.96,53.98,0,0,0,1,13.8
3099,18,Male,2025-01-08,2026-08-18,Germany,Basic,7.91,50.68,2,0,0,0,8.75
3100,30,Other,2025-08-10,2026-08-19,Australia,Standard,7.73,57.55,0,0,0,0,14.05
3101,38,Female,2024-09-01,2026-08-19,France,Basic,11.32,81.12,0,0,0,0,8.88
3102,43,Female,2025-12-04,2026-06-22,France,Basic,5.76,29.0,1,0,0,1,8.98
3103,67,Male,2026-02-24,2026-08-12,Germany,Basic,7.62,54.88,0,1,0,0,8.29
3104,62,Other,2025-08-23,2026-06-01,France,Basic,10.2,38.58,0,0,0,1,9.01
3105,38,Male,2025-05-14,2026-08-11,India,Standard,20.28,77.99,0,0,0,0,13.98
3106,70,Female,2025-06-17,2026-06-12,Canada,Premium,3.21,62.83,0,0,0,1,17.69
3107,35,Female,2024-04-06,2026-08-17,USA,Basic,8.0,60.49,1,1,0,0,8.17
3108,54,Male,2024-12-11,2026-08-14,Australia,Standard,15.06,53.88,0,1,0,0,13.65
3109,62,Male,2024-11-29,2026-08-15,UK,Standard,5.11,67.77,0,0,0,0,13.38
3110,49,Male,2024-06-24,2026-08-14,UK,Basic,11.79,50.23,0,0,0,0,9.22
3111,53,Male,2025-08-09,2026-08-13,Canada,Basic,16.68,38.14,2,0,0,0,8.96
3112,34,Female,2023-09-18,2026-08-14,France,Basic,10.41,43.51,0,0,1,0,8.4
3113,52,Female,2024-07-13,2026-08-17,Canada,Standard,5.5,56.3,2,1,0,0,13.67
3114,66,Female,2025-07-06,2026-08-19,France,Basic,12.36,61.35,1,1,0,0,8.69
3115,28,Female,2025-05-26,2026-08-12,India,Basic,8.0,24.24,2,1,1,0,8.84
3116,38,Female,2023-10-14,2026-08-16,UK,Basic,16.32,44.65,0,1,0,0,8.83
3117,69,Male,2025-05-29,2026-05-02,Australia,Standard,4.79,39.02,0,0,0,1,13.76
3118,72,Male,2025-07-30,2026-08-15,UK,Standard,3.75,56.72,0,0,0,0,13.79
3119,70,Other,2026-07-05,2026-08-10,USA,Basic,11.36,67.59,1,0,1,0,8.59
3120,43,Male,2025-09-09,2026-08-15,Germany,Standard,4.05,46.69,0,0,0,0,14.07
3121,21,Female,2025-02-03,2026-08-17,France,Standard,11.78,36.71,1,1,0,0,13.55
3122,51,Male,2023-09-15,2026-08-14,USA,Basic,10.12,92.39,1,0,1,0,8.99
3123,69,Female,2025-01-22,2026-07-26,India,Basic,9.18,55.11,2,0,0,1,9.25
3124,65,Female,2024-08-26,2026-08-12,India,Standard,9.61,39.49,0,0,0,0,13.46
3125,35,Male,2026-05-13,2026-08-16,France,Standard,8.21,41.37,0,0,0,0,13.9
3126,57,Male,2025-06-05,2026-06-30,France,Standard,10.31,46.47,0,0,1,1,14.22
3127,52,Female,2024-04-30,2026-08-14,UK,Standard,27.15,12.51,0,0,1,0,13.47
3128,58,Male,2024-01-14,2026-08-18,Germany,Basic,18.56,70.25,0,1,1,0,9.62
3129,46,Male,2024-03-26,2026-08-18,UK,Basic,21.01,67.81,0,0,1,0,9.22
3130,69,Female,2024-07-11,2026-08-19,USA,Standard,6.53,61.08,1,0,1,0,13.61
3131,46,Male,2025-05-08,2026-08-10,USA,Standard,18.11,8.56,1,0,0,0,14.32
3132,55,Female,2025-02-06,2026-06-16,France,Basic,6.75,52.27,0,0,0,1,9.13
3133,59,Female,2024-07-21,2026-08-10,Australia,Premium,6.58,21.36,1,0,0,0,17.84
3134,38,Male,2025-10-21,2026-07-06,Australia,Standard,9.51,64.68,1,0,0,1,13.58
3135,59,Female,2025-04-18,2026-08-19,USA,Basic,23.16,54.98,0,0,0,0,8.5
3136,30,Female,2024-04-22,2026-08-18,Germany,Standard,6.49,37.43,2,0,1,0,13.78
3137,66,Male,2024-12-30,2026-08-17,France,Basic,7.58,64.48,2,0,0,0,8.94
3138,58,Male,2024-03-12,2026-08-11,India,Standard,17.53,66.15,0,0,1,0,14.85
3139,34,Male,2025-03-11,2026-08-15,Australia,Standard,5.14,21.47,0,0,1,0,13.94
3140,73,Male,2024-05-17,2026-08-18,Australia,Basic,7.53,94.12,0,0,0,0,9.86
3141,26,Male,2024-05-07,2026-08-17,Ireland,Premium,13.52,41.83,0,0,1,0,17.95
3142,58,Male,2023-12-30,2026-05-21,Ireland,Standard,10.4,30.53,0,0,0,1,13.94
3143,18,Male,2023-11-02,2026-08-12,Australia,Basic,4.28,28.91,0,0,0,0,9.14
3144,19,Female,2024-04-02,2026-08-17,UK,Basic,8.1,36.72,1,0,0,0,9.04
3145,65,Female,2024-10-24,2026-08-19,Germany,Basic,5.16,46.94,1,1,1,0,9.38
3146,46,Female,2024-11-25,2026-07-17,Canada,Premium,5.73,24.26,1,1,0,1,18.32
3147,50,Female,2024-07-15,2026-08-14,Australia,Basic,16.58,41.86,0,1,0,0,9.2
3148,27,Female,2023-11-03,2026-06-16,Ireland,Standard,4.36,8.88,1,0,0,1,13.66
3149,67,Female,2025-07-19,2026-08-18,Germany,Basic,13.71,59.29,0,0,0,0,8.46
3150,57,Female,2025-11-07,2026-08-16,Germany,Basic,5.69,26.98,0,1,1,0,8.94
3151,38,Male,2025-05-07,2026-08-13,Ireland,Standard,4.39,77.33,2,0,0,0,13.7
3152,45,Female,2025-05-12,2026-05-31,France,Standard,5.23,41.83,0,0,0,1,14.0
3153,28,Male,2024-08-30,2026-08-12,Germany,Standard,13.15,74.25,0,0,0,0,14.04
3154,72,Male,2025-09-16,2026-08-12,France,Standard,5.24,48.79,3,0,1,0,13.54
3155,51,Female,2025-06-07,2026-08-17,Germany,Standard,4.2,86.4,0,0,0,0,13.72
3156,25,Male,2024-04-16,2026-08-14,Ireland,Basic,1.41,39.66,2,0,0,0,8.16
3157,39,Male,2026-04-25,2026-08-12,USA,Basic,2.32,30.17,0,1,1,0,8.1
3158,25,Female,2026-07-18,2026-08-10,Australia,Basic,15.48,49.04,0,1,0,0,9.17
3159,66,Female,2025-07-14,2026-06-16,UK,Standard,3.77,29.63,0,0,1,1,13.61
3160,32,Female,2024-10-17,2026-04-24,France,Premium,5.74,63.67,0,0,0,1,18.7
3161,34,Female,2023-09-08,2026-08-19,Canada,Basic,5.38,55.56,0,0,0,0,8.52
3162,40,Male,2026-04-14,2026-08-10,UK,Basic,7.03,73.6,0,1,0,0,8.92
3163,41,Male,2024-09-19,2026-08-16,USA,Basic,11.73,19.8,2,1,0,0,9.07
3164,62,Female,2025-09-03,2026-08-16,India,Premium,9.77,46.04,0,0,0,0,18.46
3165,36,Male,2025-02-02,2026-08-13,USA,Premium,12.32,41.4,0,1,0,0,17.9
3166,22,Female,2024-04-22,2026-04-30,Germany,Basic,2.13,35.06,2,0,0,1,8.61
3167,49,Male,2025-07-19,2026-08-11,UK,Standard,9.91,45.73,0,1,0,0,14.43
3168,61,Male,2025-05-30,2026-05-21,France,Standard,8.61,50.56,0,0,0,1,13.74
3169,18,Female,2024-07-22,2026-08-15,France,Basic,16.27,55.52,2,0,0,0,9.54
3170,40,Female,2024-03-25,2026-08-10,USA,Standard,8.36,92.87,0,0,0,0,14.04
3171,54,Female,2024-09-19,2026-08-14,UK,Standard,9.99,60.66,0,0,0,0,13.95
3172,25,Female,2026-03-10,2026-08-17,USA,Basic,6.51,29.55,0,1,0,0,9.67
3173,30,Male,2026-05-29,2026-07-03,Canada,Standard,10.51,33.53,2,1,0,1,13.98
3174,25,Male,2024-07-10,2026-08-13,USA,Basic,8.78,73.14,0,0,0,0,8.92
3175,74,Male,2024-08-25,2026-06-06,UK,Standard,8.3,44.74,1,1,0,1,13.9
3176,40,Male,2026-06-28,2026-06-28,Germany,Premium,5.44,65.44,0,0,0,1,18.37
3177,60,Male,2025-04-17,2026-07-20,UK,Standard,6.65,40.35,2,0,0,1,14.51
3178,18,Female,2024-10-09,2026-07-21,Ireland,Basic,2.28,44.54,1,0,0,1,9.09
3179,62,Male,2025-03-26,2026-04-24,UK,Basic,2.38,84.91,0,0,0,1,9.25
3180,68,Female,2026-03-23,2026-05-25,Canada,Standard,10.63,29.25,0,1,1,1,13.75
3181,41,Female,2024-09-16,2026-08-18,Australia,Basic,4.65,73.64,0,0,0,0,8.99
3182,52,Male,2025-12-25,2026-07-16,Canada,Standard,3.38,84.13,1,1,0,1,14.09
3183,41,Male,2025-09-06,2026-08-10,Canada,Basic,5.36,83.06,1,0,0,0,8.73
3184,34,Male,2025-08-17,2026-05-24,USA,Standard,1.22,32.72,1,1,0,1,14.19
3185,22,Female,2026-02-16,2026-07-26,Canada,Premium,3.73,47.23,1,0,1,1,18.36
3186,37,Male,2024-03-05,2026-08-18,UK,Premium,4.4,23.66,1,1,0,0,18.42
3187,38,Male,2025-06-22,2026-08-14,France,Basic,16.49,72.74,1,0,0,0,8.81
3188,57,Female,2025-03-03,2026-08-13,Australia,Standard,11.22,35.53,1,1,0,0,14.41
3189,48,Male,2023-11-23,2026-08-16,France,Basic,16.0,26.5,0,1,0,0,8.99
3190,63,Female,2025-09-11,2026-08-18,India,Standard,1.42,83.01,0,0,0,0,13.99
3191,53,Female,2026-07-07,2026-07-07,Germany,Basic,5.11,51.74,1,0,0,1,8.6
3192,28,Female,2026-05-05,2026-05-09,India,Standard,12.97,64.28,2,1,0,1,13.74
3193,69,Male,2025-06-07,2026-07-13,Canada,Standard,3.26,33.16,1,0,0,1,13.73
3194,32,Female,2025-06-22,2026-08-11,France,Premium,11.87,66.37,2,0,0,0,17.87
3195,36,Female,2025-12-13,2026-08-12,UK,Standard,1.4,55.39,0,0,0,0,14.12
3196,24,Male,2024-07-07,2026-08-18,USA,Basic,8.51,41.05,0,1,0,0,9.22
3197,68,Male,2025-05-14,2026-08-16,USA,Premium,15.47,59.67,0,0,0,0,17.16
3198,45,Male,2024-05-06,2026-04-24,Germany,Basic,5.04,23.14,1,0,0,1,8.97
3199,68,Female,2023-11-06,2026-08-10,Germany,Premium,9.57,58.73,0,0,0,0,18.27
3200,60,Female,2024-10-05,2026-08-17,UK,Standard,12.83,81.29,0,0,1,0,13.91
3201,22,Female,2024-04-25,2026-08-13,Germany,Premium,7.39,77.96,1,0,0,0,17.91
3202,22,Female,2024-06-26,2026-05-17,France,Basic,4.92,69.25,1,1,0,1,9.3
3203,47,Male,2024-09-13,2026-04-23,France,Basic,9.15,19.86,2,1,1,1,8.91
3204,71,Male,2024-04-10,2026-08-15,Germany,Standard,2.45,71.3,0,1,0,0,13.28
3205,49,Female,2026-06-23,2026-08-18,USA,Premium,23.32,13.24,1,0,1,0,17.44
3206,25,Female,2023-11-06,2026-08-13,UK,Basic,14.44,59.56,2,0,0,0,9.16
3207,27,Male,2025-05-31,2026-08-11,Australia,Basic,5.4,97.69,0,0,0,0,8.95
3208,55,Female,2026-06-26,2026-08-13,Germany,Basic,10.14,78.78,1,0,0,0,8.88
3209,64,Female,2024-09-16,2026-08-15,UK,Premium,18.47,56.11,2,0,0,0,17.85
3210,49,Female,2025-01-25,2026-06-22,Canada,Standard,3.49,53.46,0,0,0,1,13.19
3211,65,Female,2026-02-06,2026-08-12,USA,Basic,12.34,39.28,0,1,0,0,8.54
3212,45,Female,2025-12-25,2026-08-16,Australia,Basic,9.67,47.65,0,0,0,0,8.93
3213,34,Male,2023-12-15,2026-08-17,France,Standard,21.49,28.76,1,0,0,0,13.37
3214,48,Female,2023-11-09,2026-08-16,USA,Basic,7.85,49.26,0,0,0,0,8.71
3215,25,Male,2024-11-14,2026-05-11,USA,Standard,4.28,6.65,0,0,0,1,14.18
3216,57,Female,2025-07-13,2026-06-11,France,Standard,1.69,53.48,0,0,0,1,13.87
3217,42,Male,2024-11-10,2026-08-13,Ireland,Standard,10.3,48.56,0,0,0,0,13.96
3218,26,Female,2026-05-13,2026-08-12,UK,Premium,15.73,92.13,2,0,0,0,17.6
3219,19,Female,2026-04-11,2026-08-15,France,Standard,7.15,50.36,0,1,0,0,13.78
3220,32,Male,2026-07-20,2026-08-16,Canada,Basic,13.95,34.88,1,0,0,0,8.38
3221,67,Male,2025-08-04,2026-08-11,Germany,Standard,6.94,75.88,1,0,0,0,14.06
3222,20,Other,2026-07-14,2026-08-15,Canada,Basic,5.73,51.34,1,0,0,0,8.07
3223,66,Other,2025-09-06,2026-06-21,UK,Premium,1.63,55.97,2,0,0,1,18.41
3224,53,Male,2024-11-05,2026-08-13,France,Basic,4.94,41.32,0,0,1,0,9.63
3225,21,Other,2025-02-27,2026-05-15,USA,Premium,12.27,42.42,4,1,0,1,18.93
3226,31,Female,2026-01-16,2026-08-12,France,Basic,8.38,56.41,1,1,1,0,9.69
3227,58,Female,2024-07-23,2026-08-19,Ireland,Basic,4.4,57.89,0,0,0,0,9.57
3228,58,Male,2025-04-15,2026-08-18,UK,Basic,1.5,49.48,0,0,1,0,8.45
3229,42,Female,2025-08-12,2026-07-22,Australia,Premium,6.23,31.54,0,0,0,1,17.72
3230,72,Female,2024-10-24,2026-08-16,Australia,Premium,4.17,48.67,0,1,0,0,18.02
3231,67,Female,2024-08-07,2026-08-11,UK,Basic,15.28,32.26,1,1,1,0,8.82
3232,27,Female,2023-09-23,2026-08-15,Germany,Basic,7.61,45.98,0,0,0,0,8.82
3233,38,Female,2024-12-22,2026-08-17,Canada,Basic,11.11,51.67,0,0,0,0,9.17
3234,53,Female,2026-03-07,2026-07-22,Canada,Basic,3.17,46.42,1,1,0,1,8.71
3235,29,Male,2025-07-03,2026-08-14,Germany,Standard,7.86,14.28,1,0,0,0,14.05
3236,44,Male,2026-01-16,2026-08-14,Ireland,Standard,2.51,38.69,1,1,0,0,13.87
3237,57,Male,2024-10-20,2026-08-17,USA,Standard,3.57,27.87,0,1,0,0,14.22
3238,19,Male,2024-01-05,2026-08-15,India,Standard,15.09,91.38,0,0,0,0,13.01
3239,71,Female,2023-11-30,2026-08-14,India,Standard,7.65,49.17,0,0,0,0,13.9
3240,30,Female,2025-01-06,2026-08-12,USA,Premium,6.86,81.78,0,0,0,0,17.29
3241,70,Female,2024-02-04,2026-08-16,Australia,Basic,10.18,47.63,1,0,1,0,9.29
3242,49,Male,2024-10-20,2026-05-26,Ireland,Basic,0.65,30.84,0,0,0,1,8.9
3243,48,Female,2025-09-03,2026-08-11,Germany,Standard,5.82,75.08,1,0,0,0,14.2
3244,33,Male,2024-03-15,2026-08-19,India,Basic,17.48,42.76,0,0,0,0,8.01
3245,49,Male,2023-10-27,2026-08-11,UK,Basic,6.21,49.1,0,1,0,0,9.22
3246,49,Male,2025-10-09,2026-08-13,France,Premium,3.78,65.44,1,0,0,0,18.05
3247,51,Female,2023-09-03,2026-08-10,Canada,Standard,9.13,45.26,0,0,0,0,14.81
3248,28,Male,2025-08-04,2026-08-11,France,Standard,4.83,26.96,1,0,0,0,14.05
